Subject,Chapter,Type,Level,Topic,Board,Question,Question_img,Answer,Answer_img,Solution,Solution_Img,Explaination,Explaination_Img,Options
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},JB '2022,"31.  <math>y^{2}=16 x</math> পরাবৃত্তের উপরস্থ <math>(4, 8)</math> বিন্দুর উপকেন্দ্রিক দূরত্ব কত?
",,"<math>8</math>
",,"প্রদত্ত পরাবৃত্ত,<math>y^{2}=16 x</math>
<math>\Rightarrow y^{2}=4.4 . x \ldots \ldots \ldots \text { (i) }</math>
(i) নং কে <math>y^{2}=4 a x</math> এর সাথে তুলনা করে পাই, <math>a=4</math>
<math>\therefore</math> উপকেন্দ্রের স্থানাঙ্ক <math>(a, 0)=(4,0)</math>
<math>\therefore \text {}</math> পরাবৃত্তের উপরস্থ' <math>(4, 8)</math> বিন্দুর উপকেন্দ্রিক দূরত্ব <math>=\sqrt{(4-4)^{2}+(8-0)^{2}}</math>
<math>=\sqrt{64}=8</math>
",,,,A. <math>20</math>----B. <math>16</math>----C. <math>12</math>----D. <math>8</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},SB '2022,"32.  <math>\mathbf{y}=\mathbf{m x}+\mathbf{c}</math> রেখাটি <math>y^{2}=4 a x</math> পরাবৃত্তকে স্পর্শ করলে স্পর্শ বিন্দুর স্থানাঙ্ক-
",,"<math>\left(\frac{a}{m^{2}}, \frac{2 a}{m}\right)</math>
",,"আমরা জানি, <math>y=m x+c</math> রেখা <math>y^{2}=4 a x</math> পরাবৃত্তকে স্পর্শ করলে <math>c=\frac{a}{m}</math>
এবং স্পর্শ বিন্দুর স্থানাঙ্ক <math>\left(\frac{a}{m^{2}}, \frac{2 a}{m}\right)</math>
",,,,"A. <math>\left(\frac{a}{m^{2}}, \frac{2 a}{m}\right)</math>----B. <math>\left(\frac{a}{m^{2}}, \frac{m}{2 a}\right)</math>----C. <math>\left(\frac{2 a}{m}, \frac{a}{m^{2}}\right)</math>----D. <math>\left(\frac{m^{2}}{a}, \frac{2 a}{m}\right)</math>"
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},MB '2022,"33.  <math>{\mathbf{x}}+\mathbf{y}+\mathbf{k}=\mathbf{0}</math> রেখাটি <math>\mathbf{y}^{2}=2 x</math> পরাবৃত্তকে স্পর্শ করলে k এর মান কত ?
",,"<math>\frac{1}{2}</math>
",,"প্রদত্ত রেখা, <math>x+y+k=0</math>
<math>\therefore \mathrm{y}=-\mathrm{x}-\mathrm{k} \ldots \ldots \ldots \text { (i) }</math>
(i) নং কে. <math> y=m x+c</math> এর সাথে তুলনা করে পাই, 
<math>m = -1</math> এবং <math>c = -\mathbf{k}</math>
পরাবৃত্তের সমীকরণ, <math>y^{2}=2 x</math>
<math>\Rightarrow y^{2}=4, \frac{1}{2}, x \ldots \ldots</math>(ii)
এখানে, <math>a=\frac{1}{2}</math>
(i) নং রেখা (ii) নং পরাবৃত্তকে স্পর্শ করলে, 
<math>\begin{array}{c}c=\frac{a}{m} \\\Rightarrow -k=\frac{\frac{1}{2}}{-1} \\\Rightarrow -k=-\frac{1}{2} \\\therefore k=\frac{1}{2}\end{array}</math>
",,,,A. <math>2</math>----B. <math>\frac{1}{2}</math>----C. <math>-\frac{1}{2}</math>----D. <math>-2</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},SB '2022,"34.  <math>3 x^{2}+5 y^{2}=15</math> উপবৃত্তের উৎকেন্দ্রিকতা হাবে-
",,"<math>\sqrt{\frac{2}{5}}</math>
",,"<math>পবৃত্ত, </math>3 x^{2}+5 y^{2}=15$$$
<math>\text { या, } \frac{x^{2}}{5}+\frac{y^{2}}{3}=1</math>
<math>\therefore \frac{x^{2}}{(\sqrt{5})^{2}}+\frac{y^{2}}{(\sqrt{3})^{2}}=1</math>  যা <math>\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1</math> উপবৃত্তের অনুরূপ। 
যেখানে, <math>a=\sqrt{5}, b=\sqrt{3}</math> এবং <math>a > b</math>
<math>\therefore</math> উৎকেন্দ্রিকতা, <math>e=\sqrt{1-\frac{b^{2}}{a^{2}}}</math>
<math>=\sqrt{1-\frac{3}{5}}=\sqrt{\frac{2}{5}}</math>
",,,,A. <math>\sqrt{\frac{3}{5}}</math>----B. <math>\sqrt{\frac{5}{3}}</math>----C. <math>\sqrt{\frac{5}{2}} .</math>----D. <math>\sqrt{\frac{2}{5}}</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},DB '2022,"35.  স্থানাঙ্কের অক্ষদ্বয়কে উপবৃত্তের অক্ষ বিবেচনা করে; বৃহৎ অক্ষের দৈর্ঘ্য <math>12</math>. একক এবং উৎকেন্দ্রিকতা <math>=\frac{1}{3}</math> হলে ক্ষুদ্রাক্ষের দৈর্ঘ্য কত? 
",,"<math>8 \sqrt{2}</math>
",,"এখানে, উপবৃত্তটির বৃহৎ অক্ষের দৈর্ঘ্য, <math>2a = 12</math>
<math>\therefore a=6</math>
উৎকেন্দ্রিকতা, <math>\mathrm{e}=\sqrt{1-\frac{\mathrm{b}^{2}}{\mathrm{a}^{2}}}</math>
<math>\Rightarrow  \mathrm{e}^{2}=1-\frac{\mathrm{b}^{2}}{\mathrm{a}^{2}}</math>
<math>\Rightarrow \left(\frac{1}{3}\right)^{2}=1-\frac{b^{2}}{36} [\because</math> উৎকেন্দ্রিকতা <math>\left.e=\frac{1}{3}\right]</math>
<math>\begin{array}{l}\Rightarrow  \frac{\mathrm{b}^{2}}{36}=1-\frac{1}{9} \\\Rightarrow \frac{b^{2}}{36}=\frac{8}{9} \\\Rightarrow  b^{2}=32 \\\therefore b=4 \sqrt{2}\end{array}</math>
<math>\therefore</math> ক্ষুদ্র অক্ষের দৈর্ঘ্য <math>2 b=2.4 \sqrt{2}=8 \sqrt{2}</math>
",,,,A. <math>4 \sqrt{2}</math>----B. <math>8 \sqrt{2}</math>----C. <math>9 \sqrt{2}</math>----D. <math>4 \sqrt{6}</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},MB '2022,"36.  <math>3 x^{2}+4 y^{2}=12</math> উপবৃত্তের উপকেন্দ্রদ্বয়ের দূরত্ব কত?
",,"<math>2</math>
",,"প্রদত্ত উপবৃত্ত <math>3 x^{2}+4 y^{2}=12</math>
<math>\text { बा, } \frac{x^{2}}{4}+\frac{y^{2}}{3}=1</math>
<math>\therefore \frac{x^{2}}{2^{2}}+\frac{y^{2}}{(\sqrt{3})^{2}}=1</math> যা <math>\frac{\mathrm{x}^{2}}{\mathrm{a}^{2}}+\frac{\mathrm{y}^{2}}{\mathrm{~b}^{2}}=1</math> আকারের উপবৃত্ত।
যেখানে, <math>a=2, b=\sqrt{3}</math> এবং <math>a>b</math>
উৎকেন্দ্রিকতা, <math>e=\sqrt{1-\frac{b^{2}}{a^{2}}}=\sqrt{1-\frac{3}{4}}=\sqrt{\frac{1}{4}}=\frac{1}{2}</math>
<math>\therefore</math> উপকেন্দ্রদ্বয়ের দূরত্ব <math>=2 a e=2 \cdot 2 \cdot \frac{1}{2}=2</math>
",,,,A. <math>2</math>----B. <math>\sqrt{3}</math>----C. <math>1</math>----D. <math>\frac{2}{\sqrt{3}}</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},RB '2022,"37.  <math>9 x^{2}+7 y^{2}=63</math> কণিকের ক্ষেত্রফল কত?
",,"<math>3 \sqrt{7} \pi</math>
",,"প্রদত্ত কণিকের সমীকরণ,
<math>\begin{array}{l}9 x^{2}+7 y^{2}=63 \\\Rightarrow  \frac{9 x^{2}}{63}+\frac{7 y^{2}}{63}=1 \\\Rightarrow  \frac{x^{2}}{7}+\frac{y^{2}}{9}=1\end{array}</math>
<math>\Rightarrow\frac{x^{2}}{(\sqrt{7})^{2}}+\frac{y^{2}}{3^{2}}=1 \text {; }</math> যা <math>\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1</math> উপবৃত্ত অনুরূপ ৷ 
যেখানে <math>a=\sqrt{7}, b=3</math> এবং <math>a < b</math>
<math>\therefore</math> উপবৃত্তটির ক্ষেত্রফল <math>=\pi a b=\pi \cdot \sqrt{7} \cdot 3=3 \sqrt{7} \pi</math>
",,,,A. <math>7 \pi</math>----B. <math>9 \pi</math>----C. <math>7 \sqrt{3} \pi</math>----D. <math>3 \sqrt{7} \pi</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},RB '2022,"38.  একটি কনিকের উৎকেন্দ্রিকতা <math>\sqrt{2} .</math> কনিকটি একটি-
",,"অধিবৃত্ত
",,"দেওয়া আছে, একটি কনিকের উৎকেন্দ্রিকতা <math>\sqrt{2} .</math>
আমরা জানি, কনিকের উৎকেন্দ্রিকতা, <math>e > 1</math> হলে কনিকটি একটি অধিবৃত্ত ।
যেহেতু <math>\sqrt{2}>1</math>; তাই কনিকটি একটি অধিবৃত্ত ।
",,,,A. বৃত্ত----B. উপবৃত্ত----C. অধিবৃত্ত----D. পরাবৃত্ত
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},RB '2022,"39.  <math>9 x^{2}-24 x y+12 y^{2}-48 x-24 y+36=0</math> সমীকরণটি কী - নির্দেশ করে ?
",,"অধিবৃত্ত
",,"প্রদত্ত সমীকরণ,
<math>9 x^{2}-24 x y+12 y^{2}-48 x-24 y+36=0</math>
<math>\therefore 9 x^{2}+2 \cdot(-12) x y+12 y^{2}+2 .(-24) x+2 \cdot(-12) y+36=0 \ldots . \text { (i) }</math>
(i) নং সমীকরণকে কণিকের সাধারণ সমীকরণ,
<math>a x^{2}+2 h x y+b y^{2}+2 g x+2 f y+c=0</math> এর সাথে তুলনা করে পাই,
<math>\mathrm{a}=9, \mathrm{~b}=12, \mathrm{c}=36, \mathrm{~h}=-12, \mathrm{~g}=-24</math> এবং <math>f=-12</math>
এখন <math>a b-h^{2}=9 \times 12-(-12)^{2}</math>
<math>\begin{array}{l}=108-144 \\=-36\end{array}</math>
যেহেতু <math>\mathbf{a b}-\mathbf{h}^{2}<0</math> তাই সমীকরণটি অধিবৃত্ত নির্দেশ করে ।
",,,,A. বৃত্ত----B. পরাবৃত্ত----C. উপবৃত্ত----D. অধিবৃত্ত
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},DiB '2022,"40.  <math>\frac{y^{2}}{16}-\frac{x^{2}}{25}=1</math> অধিবৃত্তের আড় অক্ষ নিচের কোনটি ?
",,"y-অক্ষ
",,"প্রদত্ত অধিবৃত্ত, <math>\frac{y^{2}}{16}-\frac{x^{2}}{25}=1</math>
<math>\therefore \frac{y^{2}}{4^{2}}-\frac{x^{2}}{5^{2}}=1</math> যা  <math>\frac{y^{2}}{b^{2}}-\frac{x^{2}}{a^{2}}=1</math>  আকারের অধিবৃত্ত। যেখানে, <math>a=5, b=4</math> এবং যার আড় অক্ষ হল <math>y</math> অঙ্ক।
",,,,A. x - অক্ষ----B. y-অক্ষ----C. X-অক্ষের সমান্তরাল----D. y-অক্ষের সমান্তরাল
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},JB '2022,"41.  <math>2 y^{2}-x^{2}=1</math> অধিবৃত্তের উৎকেন্দ্রিকতা কোনটি?
",,"<math>\sqrt{3}</math>
",,"প্রদত্ত অধিবৃত্ত,<math>2 y^{2}-x^{2}=1</math>
<math>\Rightarrow \frac{y^{2}}{\frac{1}{2}}-\frac{x^{2}}{1}=1</math>
<math>\therefore \frac{y^{2}}{\left(\frac{1}{\sqrt{2}}\right)^{2}}-\frac{x^{2}}{1^{2}}=1</math> যা <math>\frac{y^{2}}{b^{2}}-\frac{x^{2}}{a^{2}}=1</math> আকারের অধিবৃত্ত ।
যেখানে, <math>b=\frac{1}{\sqrt{2}}</math> এবং এবং <math>a = 1</math>
<math>\therefore</math> উৎকেন্দ্রিকতা, <math>e=\sqrt{1+\frac{a^{2}}{b^{2}}}</math>
<math>\begin{array}{l}=\sqrt{1+\frac{1}{\frac{1}{2}}} \\=\sqrt{1+2}=\sqrt{3}\end{array}</math>
",,,,A. <math>\sqrt{\frac{3}{2}}</math>----B. <math>\sqrt{3}</math>----C. <math>\frac{3}{2}</math>----D. <math>3</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},MB '2022,"42.  <math>\frac{x^{2}}{9}-\frac{y^{2}}{16}=1</math> অধিবৃত্তের অসীমতটের সমীকরণ, কোনটি?
",,"<math>y= \pm \frac{4}{3} x</math>
",,"প্রদত্ত অধিবৃত্ত,<math>\frac{x^{2}}{9}-\frac{y^{2}}{16}=1</math>
<math>\therefore \frac{x^{2}}{3^{2}}-\frac{y^{2}}{4^{2}}=1</math> যা <math>\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1</math> আকৃতির অধিবৃত্ত।
যেখানে, <math>a=3, b=4</math>
<math>\therefore</math> অধিবৃত্তটির অসীমতটের সমীকরণ,<math>y= \pm \frac{b}{a} x</math>
<math>\therefore y= \pm \frac{4}{3} x</math>
",,,,A. <math>y= \pm \frac{4}{3} x</math>----B. <math>x= \pm \frac{4}{3} y</math>----C. <math>y= \pm \frac{5}{4} x</math>----D. <math>x= \pm \frac{5}{4} y</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},ChB '2022,"43.  <math>\frac{x^{2}}{16}+\frac{y^{2}}{9}=1</math> উপবৃত্তের বৃহৎ অক্ষের সমীকরণ- 
",,"<math>y=0</math>
",,"প্রদত্ত উপবৃত্ত, <math>\frac{x^{2}}{16}+\frac{y^{2}}{9}=1</math>
<math>\therefore \frac{x^{2}}{4^{2}}+\frac{y^{2}}{3^{2}}=1</math>
এখানে, <math>a = 4, b = 3</math> এবং <math>a > b</math>
<math>\therefore</math> বৃহৎ অক্ষের সমীকরণ, <math>y = 0</math>
",,,,A. <math>x=0</math>----B. <math>y=3</math>----C. <math>x=4</math>----D. <math>y=0</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},BB '2022,"44.  <math>x^{2}-y^{2}=18</math> অধিবৃত্তের ফোকাসদ্বয়ের মধ্যবর্তী দূরত্ব কত ?
",,"<math>12</math>
",,"প্রদত্ত অধিবৃত্ত, <math>x^{2}-y^{2}=18</math>
<math>\Rightarrow \frac{x^{2}}{18}-\frac{y^{2}}{18}=1</math>
<math>\therefore \frac{x^{2}}{(3 \sqrt{2})^{2}}-\frac{y^{2}}{(3 \sqrt{2})^{2}}=1</math> যা <math>\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1</math>  আকারের অধিবৃত্ত ।
যেখানে,<math>a=3 \sqrt{2}, b=3 \sqrt{2}</math>
উৎকেন্দ্রিকতা, <math>e=\sqrt{1+\frac{b^{2}}{a^{2}}}</math>
<math>=\sqrt{1+\frac{18}{18}}=\sqrt{2}</math>
<math>\therefore</math> ফোকাসদ্বয়ের মধ্যবর্তী দূরত্ব <math>= 2ae</math>
<math>=2.3 \sqrt{2} \cdot \sqrt{2}=12</math>
",,,,A. <math>6</math>----B. <math>12</math>----C. <math>16</math>----D. <math>18</math>
HSC - উচ্চতর গণিত ২য় পত্র,অধ্যায়-০৬ঃ কনিক,{'বহুনির্বাচনি প্রশ্ন'},{'MCQ: All Levels'},{'All Topics'},DB '2022,"45.  <math>y^{2-}=6 x</math> পরাবৃত্তটি <math>y=m x+c</math> রেখাকে স্পর্শ করলে-
i. <math>c=\frac{3}{2 m}</math>
ii. পরাবৃত্ত ও সরলরেখার সমীকরণ উভয়ই মূলবিন্দু গামী।
iii. স্পর্শ বিন্দুর স্থানাঙ্ক <math>\left(\frac{3}{2 m^{2}}, \frac{3}{m}\right)</math>
নিচের কোনটি সঠিক?
",,i ও iii ,,"প্রদত্ত পরাবৃত্ত,<math>y^{2}=6 x</math>
<math>\begin{array}{l}\Rightarrow \mathrm{y}^{2}=4 \cdot \frac{6}{4} \cdot \mathrm{x} \\\therefore \mathrm{y}^{2}=4 \cdot \frac{3}{2} \cdot \mathrm{x}\end{array}</math>
এখানে, <math>a=\frac{3}{2}</math>
পরাবৃত্তটি <math>y = mx + c</math> রেখাকে স্পর্শ করলে, <math>c=\frac{a}{m}</math>
<math>\therefore c=\frac{3}{2 \mathrm{~m}}</math>
<math>\therefore</math> (i) নং সঠিক।
এখানে,<math>y^{2}=6 x</math> পরাবৃত্তটির শীর্ষ বিন্দু মূলবিন্দুতে অবস্থিত । 
আবার, <math>y=m x+c</math> রেখাটি পরাবৃত্তকে স্পর্শ করে ।
শর্তানুসারে, <math>c=\frac{3}{2 m} \neq 0</math>
<math>\therefore y=m x+c</math> সরলরেখাটি মূলবিন্দুগামী নয় ।
<math>\therefore</math> (ii) নং সঠিক নয় ।
আমরা জানি, <math>y^{2}=4 a x</math> পরাবৃত্তটি <math>y=m x+c</math> রেখাকে স্পর্শ করলে
স্পর্শ বিন্দুর স্থানাঙ্ক, <math>\left(\frac{a}{m^{2}}, \frac{2 a}{m}\right)</math>
<math>=\left(\frac{3}{2 m^{2}}, \frac{2.3}{2 m}\right) \quad\left[\because y^{2}=6 x\right.</math> পরাবৃত্তে <math>\left.a=\frac{3}{2}\right]</math>
<math>=\left(\frac{3}{2 m^{2}}, \frac{3}{m}\right)</math>
<math>\therefore</math> (iii) নং সঠিক।
",,,,"A. i ও ii----B. ii ও iii----C. i ও iii----D. i, ii ও iii"
